head,tail,relation,description(head)
CVE-2017-7546,cwe287,instanceof,postgresql version vulner incorrect authent flaw allow remot attack gain access databas account empti password 
CVE-2017-7542,cwe190,instanceof,ip find stfragopt function net ipv output core c linux kernel allow local user caus denial servic integ overflow infinit loop leverag abil open raw socket 
CVE-2017-7541,cwe119,instanceof,brcmf cfg mgmt tx function driver net wireless broadcom brcm brcmfmac cfg c linux kernel allow local user caus denial servic buffer overflow system crash possibl gain privileg via craft nl cmd frame netlink packet 
CVE-2017-7533,cwe362,instanceof,race condit fsnotifi implement linux kernel allow local user gain privileg caus denial servic memori corrupt via craft applic leverag simultan execut inotifi handl event vfs renam function 
CVE-2017-7525,cwe502,instanceof,deseri flaw discov jackson databind version could allow unauthent user perform code execut send malici craft input readvalu method objectmapp 
CVE-2017-7495,cwe200,instanceof,fs ext inod c linux kernel ext data order mode use mishandl need flush commit list allow local user obtain sensit inform user file opportunist circumst wait hardwar reset creat new file make write system call read file 
CVE-2017-7487,cwe416,instanceof,ipxitf ioctl function net ipx af ipx c linux kernel mishandl refer count allow local user caus denial servic use free possibl unspecifi impact via fail siocgifaddr ioctl call ipx interfac 
CVE-2017-7477,cwe119,instanceof,heap base buffer overflow driver net macsec c macsec modul linux kernel allow attack caus denial servic possibl unspecifi impact leverag use max skb frag size conjunct netif f fraglist featur lead error skb sgvec function 
CVE-2017-7376,cwe119,instanceof,buffer overflow libxml allow remot attack execut arbitrari code leverag incorrect limit port valu handl redirect 
CVE-2017-7375,cwe611,instanceof,flaw libxml allow remot xml entiti inclus default parser flag e caller request entiti substitut dtd valid extern dtd subset load default dtd attribut depend context may expos higher risk attack surfac libxml usual reachabl default parser flag expos content local file http ftp server might otherwis unreach 
CVE-2017-7374,cwe416,instanceof,use free vulner fs crypto linux kernel allow local user caus denial servic null pointer derefer possibl gain privileg revok keyr key use ext f fs ubif encrypt caus cryptograph transform object freed prematur 
CVE-2017-7358,cwe22,instanceof,lightdm directori travers issu debian guest account sh allow local attack arbitrari directori path locat escal privileg root guest user log 
CVE-2017-7346,cwe20,instanceof,vmw gb surfac defin ioctl function driver gpu drm vmwgfx vmwgfx surfac c linux kernel valid certain level data allow local user caus denial servic system hang via craft ioctl call dev dri renderd devic 
CVE-2017-7308,cwe119,instanceof,packet set ring function net packet af packet c linux kernel proper valid certain block size data allow local user caus denial servic integ signed error bound write gain privileg cap net raw capabl held via craft system call 
CVE-2017-7294,cwe787,instanceof,vmw surfac defin ioctl function driver gpu drm vmwgfx vmwgfx surfac c linux kernel valid addit certain level data allow local user trigger integ overflow bound write caus denial servic system hang crash possibl gain privileg via craft ioctl call dev dri renderd devic 
CVE-2017-7277,cwe125,instanceof,tcp stack linux kernel mishandl scm timestamp opt stat featur allow local user obtain sensit inform kernel intern socket data structur caus denial servic bound read via craft system call relat net core skbuff c net socket c 
CVE-2017-7261,cwe20,instanceof,vmw surfac defin ioctl function driver gpu drm vmwgfx vmwgfx surfac c linux kernel check zero valu certain level data allow local user caus denial servic zero size ptr derefer gpf possibl panic via craft ioctl call dev dri renderd devic 
CVE-2017-7187,cwe119,instanceof,sg ioctl function driver scsi sg c linux kernel allow local user caus denial servic stack base buffer overflow possibl unspecifi impact via larg command size sg next cmd len ioctl call lead bound write access sg write function 
CVE-2017-7165,cwe119,instanceof,issu discov certain appl product io affect safari affect icloud window affect itun window affect tvos affect watcho affect issu involv webkit compon allow remot attack execut arbitrari code caus denial servic memori corrupt applic crash via craft web site 
CVE-2017-7161,cwe77,instanceof,issu discov certain appl product safari affect issu involv webkit web inspector compon allow remot attack execut arbitrari code via special charact trigger command inject 
CVE-2017-7153,cwe601,instanceof,issu discov certain appl product io affect safari affect icloud window affect itun window affect tvos affect watcho affect issu involv webkit compon allow remot attack spoof user interfac inform whether entir content deriv valid tls session via craft web site send unauthor redirect 
CVE-2017-7000,cwe119,instanceof,issu discov certain appl product io affect maco affect issu involv sqlite compon allow remot attack execut arbitrari code caus denial servic memori corrupt applic crash via craft web site 
CVE-2017-6951,cwe476,instanceof,keyr search aux function secur key keyr c linux kernel allow local user caus denial servic null pointer derefer oop via request key system call dead type 
CVE-2017-6932,cwe601,instanceof,drupal core x version extern link inject vulner languag switcher block use similar vulner exist various custom contribut modul vulner could allow attack trick user unwil navig extern site 
CVE-2017-6929,cwe79,instanceof,jqueri cross site script vulner present make ajax request untrust domain vulner mitig fact requir contribut custom modul order exploit drupal vulner alreadi fix drupal drupal core upgrad jqueri drupal fix current releas drupal jqueri version ship drupal core well newer version jqueri might use site exampl use jqueri updat modul 
CVE-2017-6928,cwe284,instanceof,drupal core x version use drupal privat file system drupal check make sure user access file allow user view download check fail certain condit one modul tri grant access file anoth tri deni lead access bypass vulner vulner mitig fact occur unusu site configur 
CVE-2017-6927,cwe79,instanceof,drupal x version drupal x version drupal checkplain javascript function use escap potenti danger text output html javascript output typic go twig autoescap function correct handl method inject malici html lead cross site script vulner certain circumst php function drupal provid html escap affect 
CVE-2017-6874,cwe416,instanceof,race condit kernel ucount c linux kernel allow local user caus denial servic use free system crash possibl unspecifi impact via craft system call leverag certain decrement behavior caus incorrect interact put ucount get ucount 
CVE-2017-6590,cwe284,instanceof,issu discov network manag applet aka network manag gnome ubuntu lts lts lts local attack could use issu default ubuntu login screen access local file execut arbitrari command lightdm user exploit requir physic access lock comput wi fi must turn access point let use certif login requir well easi creat one possibl open nautilus window brows directori one also open applic firefox use download malici binari 
CVE-2017-6362,cwe415,instanceof,doubl free vulner gdimagepngptr function libgd allow remot attack caus denial servic via vector relat palett color 
CVE-2017-6353,cwe415,instanceof,net sctp socket c linux kernel proper restrict associ peel oper certain wait state allow local user caus denial servic invalid unlock doubl free via multithread applic note vulner exist incorrect fix cve 
CVE-2017-6347,cwe125,instanceof,ip cmsg recv checksum function net ipv ip sockglu c linux kernel incorrect expect skb data layout allow local user caus denial servic buffer read possibl unspecifi impact via craft system call demonstr use msg flag conjunct loopback udp transmiss 
CVE-2017-6346,cwe416,instanceof,race condit net packet af packet c linux kernel allow local user caus denial servic use free possibl unspecifi impact via multithread applic make packet fanout setsockopt system call 
CVE-2017-6345,cwe20,instanceof,llc subsystem linux kernel ensur certain destructor exist requir circumst allow local user caus denial servic bug possibl unspecifi impact via craft system call 
CVE-2017-6074,cwe415,instanceof,dccp rcv state process function net dccp input c linux kernel mishandl dccp pkt request packet data structur listen state allow local user obtain root privileg caus denial servic doubl free via applic make ipv recvpktinfo setsockopt system call 
CVE-2017-6001,cwe362,instanceof,race condit kernel event core c linux kernel allow local user gain privileg via craft applic make concurr perf event open system call move softwar group hardwar context note vulner exist incomplet fix cve 
CVE-2017-5986,cwe362,instanceof,race condit sctp wait sndbuf function net sctp socket c linux kernel allow local user caus denial servic assert failur panic via multithread applic peel associ certain buffer full state 
CVE-2017-5970,cwe284,instanceof,ipv pktinfo prepar function net ipv ip sockglu c linux kernel allow attack caus denial servic system crash via applic make craft system call possibl ipv traffic invalid ip option 
CVE-2017-5967,cwe200,instanceof,time subsystem linux kernel config timer stat enabl allow local user discov real pid valu distinguish pid valu insid pid namespac read proc timer list file relat print timer function kernel time timer list c timer stat timer set start info function kernel time timer c 
CVE-2017-5938,cwe79,instanceof,cross site script xss vulner nav path function lib viewvc py viewvc x allow remot attack inject arbitrari web script html via nav data name 
CVE-2017-5898,cwe20,instanceof,integ overflow emul apdu guest function usb dev smartcard reader c quick emul qemu built ccid card devic emul support allow local user caus denial servic applic crash via larg applic protocol data unit apdu unit 
CVE-2017-5897,cwe125,instanceof,ip gre err function net ipv ip gre c linux kernel allow remot attack unspecifi impact via vector involv gre flag ipv packet trigger bound access 
CVE-2017-5660,cwe20,instanceof,vulner apach traffic server at prior prior host header line fold issu interact upstream proxi wrong host use 
CVE-2017-5617,cwe918,instanceof,svg salamand aka svgsalamand librari use web applic allow remot attack conduct server side request forgeri ssrf attack via xlink href attribut svg file 
CVE-2017-5576,cwe190,instanceof,integ overflow vc get bcl function driver gpu drm vc vc gem c videocor drm driver linux kernel allow local user caus denial servic possibl unspecifi impact via craft size valu vc submit cl ioctl call 
CVE-2017-5550,cwe200,instanceof,one error pipe advanc function lib iov iter c linux kernel allow local user obtain sensit inform uniniti heap memori locat opportunist circumst read pipe incorrect buffer releas decis 
CVE-2017-5549,cwe532,instanceof,klsi get line state function driver usb serial kl kusb c linux kernel place uniniti heap memori content log entri upon failur read line status allow local user obtain sensit inform read log 
CVE-2017-5522,cwe119,instanceof,stack base buffer overflow mapserv x x x allow remot attack caus denial servic crash execut arbitrari code via vector involv wfs get featur request 
CVE-2017-5472,cwe416,instanceof,use free vulner frameload tree reconstruct regener css layout attempt use node tree longer exist result potenti exploit crash vulner affect firefox firefox esr thunderbird 
CVE-2017-5470,cwe119,instanceof,memori safeti bug report firefox firefox esr bug show evid memori corrupt presum enough effort could exploit run arbitrari code vulner affect firefox firefox esr thunderbird 
CVE-2017-5469,cwe119,instanceof,fix potenti buffer overflow generat firefox code due cve issu flex vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5467,cwe119,instanceof,potenti memori corrupt crash use skia content draw content outsid bound clip region vulner affect thunderbird firefox esr firefox 
CVE-2017-5466,cwe79,instanceof,page load origin site hyperlink contain redirect data text html url trigger reload run reload data text html page origin set incorrect allow cross site script xss attack vulner affect thunderbird firefox esr firefox 
CVE-2017-5465,cwe125,instanceof,bound read process svg content convolvepixel result crash also allow otherwis inaccess memori copi svg graphic content could display vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5464,cwe119,instanceof,dom manipul access tree script dom tree becom sync access tree lead memori corrupt potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5460,cwe416,instanceof,use free vulner frame select trigger combin malici script content key press user result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5459,cwe119,instanceof,buffer overflow webgl trigger web content result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5456,cwe284,instanceof,mechan bypass file system access protect sandbox use file system request constructor ipc messag allow read write access local file system vulner affect firefox esr firefox 
CVE-2017-5454,cwe200,instanceof,mechan bypass file system access protect sandbox use file picker access differ file select file picker use relat path allow read access local file system vulner affect thunderbird firefox esr firefox 
CVE-2017-5451,cwe20,instanceof,mechan spoof addressbar user interact addressbar onblur event event could use script affect text display make load site appear differ one actual load within addressbar vulner affect thunderbird firefox esr firefox 
CVE-2017-5449,cwe20,instanceof,possibl exploit crash trigger layout manipul bidirect unicod text concert css anim vulner affect thunderbird firefox esr firefox 
CVE-2017-5448,cwe787,instanceof,bound write clearkeydecryptor decrypt clearkey encrypt media content clearkeydecryptor code run within gecko media plugin gmp sandbox second mechan found escap sandbox vulner allow write arbitrari data within memori result potenti exploit crash vulner affect firefox esr firefox esr firefox 
CVE-2017-5447,cwe416,instanceof,bound read process glyph width text layout result potenti exploit crash could allow attack read otherwis inaccess memori vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5446,cwe125,instanceof,bound read http connect server send data frame incorrect data content lead potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5445,cwe129,instanceof,vulner pars applic http index format format content uniniti valu use creat array could allow read uniniti memori array affect vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5444,cwe119,instanceof,buffer overflow vulner pars applic http index format format content header contain improp format data allow bound read data memori vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5443,cwe787,instanceof,bound write vulner decod improp form binhex format archiv vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5442,cwe416,instanceof,use free vulner chang style manipul dom element result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5441,cwe416,instanceof,use free vulner hold select scroll event result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5440,cwe416,instanceof,use free vulner xslt process due failur propag error condit match evalu context lead object use longer exist result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5439,cwe416,instanceof,use free vulner xslt process due poor handl templat paramet result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5438,cwe416,instanceof,use free vulner xslt process due result handler held freed handler handl result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5436,cwe787,instanceof,bound write graphit librari trigger malici craft graphit font result potenti exploit crash issu fix graphit librari well mozilla product vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5435,cwe416,instanceof,use free vulner occur transact process editor design mode interact result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5434,cwe416,instanceof,use free vulner occur redirect focus handl result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5433,cwe416,instanceof,use free vulner smil anim function occur pointer anim element array drop anim control still use result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5432,cwe416,instanceof,use free vulner occur certain text input select result potenti exploit crash vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5430,cwe119,instanceof,memori safeti bug report firefox firefox esr thunderbird bug show evid memori corrupt presum enough effort could exploit run arbitrari code vulner affect thunderbird firefox esr firefox 
CVE-2017-5429,cwe119,instanceof,memori safeti bug report firefox firefox esr firefox esr thunderbird bug show evid memori corrupt presum enough effort could exploit run arbitrari code vulner affect thunderbird firefox esr firefox esr firefox 
CVE-2017-5428,cwe190,instanceof,integ overflow createimagebitmap report pwn contest fix vulner disabl experiment extens createimagebitmap api function run content sandbox requir second vulner compromis user comput vulner affect firefox esr firefox 
CVE-2017-5410,cwe119,instanceof,memori corrupt result potenti exploit crash garbag collect javascript due error increment sweep manag memori cleanup vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5408,cwe200,instanceof,video file load video caption cross origin without check presenc cor header permit cross origin use lead potenti inform disclosur video caption vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5407,cwe200,instanceof,use svg filter use fix point math implement target ifram malici page extract pixel valu target user use extract histori inform read text valu across domain violat origin polici lead inform disclosur vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5404,cwe416,instanceof,use free error occur manipul rang select one node insid nativ anonym tree one node outsid result potenti exploit crash vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5402,cwe416,instanceof,use free occur event fire fontfac object object alreadi destroy work font result potenti exploit crash vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5400,cwe119,instanceof,jit spray target asm js combin heap spray allow bypass aslr dep protect lead potenti memori corrupt attack vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5398,cwe119,instanceof,memori safeti bug report thunderbird bug show evid memori corrupt presum enough effort could exploit run arbitrari code vulner affect firefox firefox esr thunderbird thunderbird 
CVE-2017-5396,cwe416,instanceof,use free vulner media decod work media file event fire media element freed memori vulner affect thunderbird firefox esr firefox 
CVE-2017-5383,cwe20,instanceof,url contain certain unicod glyph altern hyphen quot proper trigger punycod display allow domain name spoof attack locat bar vulner affect thunderbird firefox esr firefox 
CVE-2017-5380,cwe416,instanceof,potenti use free found fuzz dom manipul svg content vulner affect thunderbird firefox esr firefox 
CVE-2017-5378,cwe200,instanceof,hash code javascript object share page allow pointer leak object address discov hash code also allow data leakag object content use hash code vulner affect thunderbird firefox esr firefox 
CVE-2017-5376,cwe416,instanceof,use free manipul xsl xslt document vulner affect thunderbird firefox esr firefox 
CVE-2017-5375,cwe119,instanceof,jit code alloc allow bypass aslr dep protect lead potenti memori corrupt attack vulner affect thunderbird firefox esr firefox 
CVE-2017-5373,cwe119,instanceof,memori safeti bug report firefox firefox esr bug show evid memori corrupt presum enough effort could exploit run arbitrari code vulner affect thunderbird firefox esr firefox 
CVE-2017-5133,cwe787,instanceof,one read write heap blink googl chrome prior allow remot attack corrupt memori possibl leak inform potenti execut code via craft pdf file 
CVE-2017-5132,cwe119,instanceof,inappropri implement v googl chrome prior allow remot attack potenti exploit heap corrupt via craft html page aka incorrect webassembl stack manipul 
CVE-2017-5131,cwe190,instanceof,integ overflow skia googl chrome prior allow remot attack potenti exploit heap corrupt via craft html page aka bound write 
CVE-2017-5130,cwe787,instanceof,integ overflow xmlmemori c libxml use googl chrome prior product allow remot attack potenti exploit heap corrupt via craft xml file 
CVE-2017-5129,cwe416,instanceof,use free webaudio blink googl chrome prior allow remot attack perform bound memori read via craft html page 
CVE-2017-5128,cwe119,instanceof,heap buffer overflow blink googl chrome prior allow remot attack potenti exploit heap corrupt via craft html page relat webgl 
CVE-2017-5127,cwe416,instanceof,use free pdfium googl chrome prior allow remot attack potenti exploit heap corrupt via craft pdf file 
CVE-2017-5126,cwe416,instanceof,use free pdfium googl chrome prior allow remot attack potenti exploit heap corrupt via craft pdf file 
CVE-2017-5125,cwe119,instanceof,heap buffer overflow skia googl chrome prior allow remot attack potenti exploit heap corrupt via craft html page 
CVE-2017-5124,cwe79,instanceof,incorrect applic sandbox blink googl chrome prior allow remot attack inject arbitrari script html uxss via craft mhtml page 
CVE-2017-5122,cwe119,instanceof,inappropri use tabl size handl v googl chrome prior window allow remot attack trigger bound access via craft html page 
CVE-2017-5121,cwe20,instanceof,inappropri use jit optimis v googl chrome prior linux window mac allow remot attack execut arbitrari code insid sandbox via craft html page relat escap analysi phase 
CVE-2017-5119,cwe119,instanceof,use uniniti valu skia googl chrome prior mac window linux android allow remot attack obtain potenti sensit inform process memori via craft html page 
CVE-2017-5117,cwe200,instanceof,use uniniti valu skia googl chrome prior linux window allow remot attack obtain potenti sensit inform process memori via craft html page 
CVE-2017-5110,cwe20,instanceof,inappropri implement web payment api blob data scheme web payment googl chrome prior mac window linux android allow remot attack spoof content omnibox via craft html page 
CVE-2017-5109,cwe20,instanceof,inappropri implement unload handler handl permiss prompt googl chrome prior linux window mac allow remot attack display ui non attack control tab via craft html page 
CVE-2017-5106,cwe20,instanceof,insuffici polici enforc omnibox googl chrome prior mac window linux android allow remot attack perform domain spoof via idn homograph craft domain name 
CVE-2017-5105,cwe20,instanceof,insuffici polici enforc omnibox googl chrome prior mac window linux android allow remot attack perform domain spoof via idn homograph craft domain name 
CVE-2017-5104,cwe20,instanceof,inappropri implement interstiti googl chrome prior mac allow remot attack spoof content omnibox via craft html page 
CVE-2017-5103,cwe200,instanceof,use uniniti valu skia googl chrome prior linux window mac allow remot attack obtain potenti sensit inform process memori via craft html page 
CVE-2017-5102,cwe200,instanceof,use uniniti valu skia googl chrome prior mac window linux android allow remot attack obtain potenti sensit inform process memori via craft html page 
CVE-2017-5101,cwe20,instanceof,inappropri implement omnibox googl chrome prior linux window mac allow remot attack spoof content omnibox via craft html page 
CVE-2017-5100,cwe416,instanceof,use free app googl chrome prior window allow remot attack perform bound memori read via craft html page 
CVE-2017-5099,cwe20,instanceof,insuffici valid untrust input ppapi plugin googl chrome prior mac allow remot attack potenti gain privileg elev via craft html page 
CVE-2017-5098,cwe416,instanceof,use free v googl chrome prior mac window linux android allow remot attack perform bound memori read via craft html page 
CVE-2017-5097,cwe20,instanceof,insuffici valid untrust input skia googl chrome prior linux allow remot attack perform bound memori read via craft html page 
CVE-2017-5095,cwe119,instanceof,stack overflow pdfium googl chrome prior linux window mac allow remot attack potenti exploit stack corrupt via craft pdf file 
CVE-2017-5094,cwe704,instanceof,type confus extens javascript bind googl chrome prior mac window linux android allow remot attack potenti malici modifi object via craft html page 
CVE-2017-5093,cwe20,instanceof,inappropri implement modal dialog handl blink googl chrome prior mac window linux android allow remot attack prevent full screen warn display via craft html page 
CVE-2017-5092,cwe20,instanceof,insuffici valid untrust input ppapi plugin googl chrome prior window allow remot attack potenti perform sandbox escap via craft html page 
CVE-2017-5091,cwe416,instanceof,use free indexeddb googl chrome prior linux android window mac allow remot attack perform bound memori read via craft html page 
CVE-2017-5081,cwe20,instanceof,lack verif extens local folder googl chrome prior mac window linux android allow attack local write access modifi extens modifi extens file 
CVE-2017-3738,cwe200,instanceof,overflow bug avx montgomeri multipl procedur use exponenti bit moduli ec algorithm affect analysi suggest attack rsa dsa result defect would difficult perform believ like attack dh consid feasibl work necessari deduc inform privat key may perform offlin amount resourc requir attack would signific howev attack tls meaning server would share dh privat key among multipl client longer option sinc cve affect processor support avx adx extens like intel haswel th generat note impact issu similar cve cve cve openssl version g affect fix openssl n due low sever issu issu new releas openssl time fix includ openssl h becom avail fix also avail commit e cc openssl git repositori 
CVE-2017-3735,cwe119,instanceof,pars ipaddressfamili extens x certif possibl one byte overread would result incorrect text display certif bug present sinc present version openssl g 
CVE-2017-3652,cwe284,instanceof,vulner mysql server compon oracl mysql subcompon server ddl support version affect earlier earlier earlier difficult exploit vulner allow low privileg attack network access via multipl protocol compromis mysql server success attack vulner result unauthor updat insert delet access mysql server access data well unauthor read access subset mysql server access data cvss base score confidenti integr impact cvss vector cvss av n ac h pr l ui n u c l l n 
CVE-2017-3648,cwe284,instanceof,vulner mysql server compon oracl mysql subcompon server charset support version affect earlier earlier earlier difficult exploit vulner allow high privileg attack network access via multipl protocol compromis mysql server success attack vulner result unauthor abil caus hang frequent repeat crash complet dos mysql server cvss base score avail impact cvss vector cvss av n ac h pr h ui n u c n n h 
CVE-2017-3635,cwe284,instanceof,vulner mysql connector compon oracl mysql subcompon connector c support version affect earlier difficult exploit vulner allow low privileg attack network access via multipl protocol compromis mysql connector success attack vulner result unauthor abil caus hang frequent repeat crash complet dos mysql connector note document also updat correct way use mysql stmt close pleas see https dev mysql com doc refman en mysql stmt execut html https dev mysql com doc refman en mysql stmt fetch html https dev mysql com doc refman en mysql stmt close html https dev mysql com doc refman en mysql stmt error html https dev mysql com doc refman en mysql stmt errno html https dev mysql com doc refman en mysql stmt sqlstate html cvss base score avail impact cvss vector cvss av n ac h pr l ui n u c n n h 
CVE-2017-3157,cwe200,instanceof,exploit way apach openoffic render embed object attack could craft document allow read file user filesystem inform could retriev attack e g use hidden section store inform trick user save document convinc user send document back attack vulner mitig need attack know precis file path target system need trick user save document send back 
CVE-2017-3114,cwe125,instanceof,issu discov adob flash player earlier version vulner occur result comput read data past end target buffer comput part provid languag region countri specif function use invalid rang pointer offset access intern data structur field caus vulner success attack lead sensit data exposur 
CVE-2017-3112,cwe125,instanceof,issu discov adob flash player earlier version vulner occur result comput read data past end target buffer comput part adobepsdk metadata use invalid rang pointer offset access intern data structur field caus vulner success attack lead sensit data exposur 
CVE-2017-2924,cwe119,instanceof,exploit heap base buffer overflow vulner exist read legaci biff function freexl special craft xls file caus memori corrupt result remot code execut attack send malici xls file trigger vulner 
CVE-2017-2923,cwe119,instanceof,exploit heap base buffer overflow vulner exist read biff next record function freexl special craft xls file caus memori corrupt result remot code execut attack send malici xls file trigger vulner 
CVE-2017-2885,cwe119,instanceof,exploit stack base buffer overflow vulner exist gnome libsoup special craft http request caus stack overflow result remot code execut attack send special http request vulner server trigger vulner 
CVE-2017-2839,cwe20,instanceof,exploit denial servic vulner exist within handl challeng packet freerdp beta android special craft challeng packet caus program termin lead denial servic condit attack compromis server use man middl trigger vulner 
CVE-2017-2838,cwe20,instanceof,exploit denial servic vulner exist within handl challeng packet freerdp beta android special craft challeng packet caus program termin lead denial servic condit attack compromis server use man middl trigger vulner 
CVE-2017-2837,cwe20,instanceof,exploit denial servic vulner exist within handl secur data freerdp beta android special craft challeng packet caus program termin lead denial servic condit attack compromis server use man middl trigger vulner 
CVE-2017-2836,cwe295,instanceof,exploit denial servic vulner exist within read proprietari server certif freerdp beta android special craft challeng packet caus program termin lead denial servic condit attack compromis server use man middl trigger vulner 
CVE-2017-2835,cwe787,instanceof,exploit code execut vulner exist rdp receiv function freerdp beta android special craft server respons caus bound write result exploit condit attack compromis server use man middl trigger vulner 
CVE-2017-2834,cwe787,instanceof,exploit code execut vulner exist authent function freerdp beta android special craft server respons caus bound write result exploit condit attack compromis server use man middl attack trigger vulner 
CVE-2017-2671,cwe284,instanceof,ping unhash function net ipv ping c linux kernel late obtain certain lock consequ cannot ensur disconnect function call safe allow local user caus denial servic panic leverag access protocol valu ipproto icmp socket system call 
CVE-2017-2669,cwe20,instanceof,dovecot version vulner denial servic dict passdb userdb use user authent usernam sent imap pop client sent var expand perform variabl expans send special craft variabl field could result excess memori usag caus process crash restart excess cpu usag caus authent hang 
CVE-2017-2668,cwe476,instanceof,ds base version vulner invalid pointer derefer way ldap bind request handl remot unauthent attack could use flaw make ns slapd crash via special craft ldap bind request result denial servic 
CVE-2017-2647,cwe476,instanceof,key subsystem linux kernel allow local user gain privileg caus denial servic null pointer derefer system crash via vector involv null valu certain match field relat keyr search iter function keyr c 
CVE-2017-2636,cwe415,instanceof,race condit driver tti n hdlc c linux kernel allow local user gain privileg caus denial servic doubl free set hdlc line disciplin 
CVE-2017-2620,cwe125,instanceof,quick emul qemu built cirrus clgd xx vga emul support vulner bound access issu issu could occur copi vga data cirrus bitblt cputovideo privileg user insid guest could use flaw crash qemu process potenti execut arbitrari code host privileg qemu process 
CVE-2017-2619,cwe362,instanceof,samba version vulner malici client use symlink race allow access area server file system export share definit 
CVE-2017-2618,cwe682,instanceof,flaw found linux kernel handl clear selinux attribut proc pid attr file empti null write file crash system caus system attempt access unmap kernel memori 
CVE-2017-2616,cwe362,instanceof,race condit found util linux way su handl manag child process local authent attack could use flaw kill process root privileg specif condit 
CVE-2017-2615,cwe125,instanceof,quick emul qemu built cirrus clgd xx vga emul support vulner bound access issu could occur copi vga data via bitblt copi backward mode privileg user insid guest could use flaw crash qemu process result dos potenti execut arbitrari code host privileg qemu process host 
CVE-2017-2592,cwe532,instanceof,python oslo middlewar version vulner inform disclosur softwar use catcherror class could includ sensit valu traceback error messag system user could exploit flaw obtain sensit inform openstack compon error log exampl keyston token 
CVE-2017-2591,cwe125,instanceof,ds base version vulner improp null termin array uniqu entri config function attribut uniqu plugin directori server authent possibl unauthent attack could use flaw forc bound heap memori read possibl trigger crash ldap servic 
CVE-2017-2584,cwe416,instanceof,arch x kvm emul c linux kernel allow local user obtain sensit inform kernel memori caus denial servic use free via craft applic leverag instruct emul fxrstor fxsave sgdt sidt 
CVE-2017-2295,cwe502,instanceof,version puppet prior deseri data wire agent server case attack specifi format could use forc yaml deseri unsaf manner would lead remot code execut chang constrain format data wire pson safe decod yaml 
CVE-2017-0926,cwe285,instanceof,gitlab communiti edit version vulner improp author issu oauth sign compon result unauthor user login 
CVE-2017-0918,cwe22,instanceof,gitlab communiti edit version vulner path travers issu gitlab ci runner compon result remot code execut 
CVE-2017-0917,cwe79,instanceof,gitlab communiti edit version vulner lack input valid ci job compon result persist cross site script 
CVE-2017-0916,cwe20,instanceof,gitlab communiti edit version vulner lack input valid system hook push queue web hook compon result remot code execut 
CVE-2017-0915,cwe20,instanceof,gitlab communiti edit version vulner lack input valid gitlabprojectsimportservic result remot code execut 
CVE-2017-0651,cwe200,instanceof,inform disclosur vulner kernel ion subsystem could enabl local malici applic access data outsid permiss level issu rate low first requir compromis privileg process product android version kernel android id 
CVE-2017-0650,cwe200,instanceof,inform disclosur vulner synapt touchscreen driver could enabl local malici applic access data outsid permiss level issu rate low first requir compromis privileg process product android version kernel kernel android id 
CVE-2017-0634,cwe200,instanceof,inform disclosur vulner synapt touchscreen driver could enabl local malici applic access data outsid permiss level issu rate moder first requir compromis privileg process product android version kernel android id 
CVE-2017-0633,cwe200,instanceof,inform disclosur vulner broadcom wi fi driver could enabl local malici compon access data outsid permiss level issu rate moder first requir compromis privileg process product android version kernel kernel android id refer b rb 
CVE-2017-0632,cwe200,instanceof,inform disclosur vulner qualcomm sound codec driver could enabl local malici applic access data outsid permiss level issu rate moder first requir compromis privileg process product android version kernel android id refer qc cr 
CVE-2017-0631,cwe200,instanceof,inform disclosur vulner qualcomm camera driver could enabl local malici applic access data outsid permiss level issu rate moder first requir compromis privileg process product android version kernel kernel android id refer qc cr 
